i,j,SNR
12,61,18.07859186665116
12,62,14.028948157552396
12,63,19.81201916339003
12,64,17.108680798650017
12,65,22.965745293581218
12,66,17.27304858823473
12,67,18.76275485252697
12,68,18.239806558784004
12,69,15.623328894672241
12,70,20.47641048555552
12,71,23.215190921680055
12,72,17.455668341020466
12,73,16.598563643243732
12,74,16.434913806833876
12,75,11.822914320047975
12,76,16.966560568890962
12,77,18.252994348024973
12,78,20.66427377554085
12,79,20.380143223449785
12,80,16.250502752689922
12,81,16.669531015678334
12,82,20.871715916843318
12,83,16.979608308781362
12,84,15.96991138073315
12,85,21.677555348302818
12,86,20.612757001151902
12,87,17.556375375322773
12,88,15.718667656663998
12,89,11.464359042265873
12,90,19.269110816724172
12,91,14.81089083234346
12,92,11.611803972577743
12,93,22.254461582047053
12,94,19.443903373029666
12,95,14.082975420649104
12,96,13.856795851122223
12,97,20.112885346514858
12,98,14.86608815039239
12,99,21.38844960258365
13,14,19.349377937878465
13,15,19.10978956170047
13,16,18.7140863668429
13,17,18.074352616071735
13,18,20.141533597531332
13,19,16.137758912453183
13,20,17.757855920303154
13,21,19.755839763031588
13,22,19.188969155758382
13,23,13.91503958419402
13,24,15.998770998087208
13,25,18.258410516257463
13,26,16.27595587288031
13,27,22.82397568292
13,28,16.32054041573766
13,29,17.01334465726993
13,30,19.808290534531913
13,31,18.491598229704746
13,32,17.06417662838569
13,33,15.230519413357754
13,34,18.404542172190297
13,35,20.61728932113518
13,36,18.937285672294685
13,37,15.165449435631633
13,38,22.710324870930133
13,39,13.160266329892316
13,40,12.751943074591633
13,41,20.381671673371685
13,42,18.17752143580807
13,43,15.85150436108788
13,44,14.204287817334011
13,45,24.462399517840893
13,46,17.851272616466325
13,47,19.102603512537314
13,48,18.453655291714544
13,49,18.804423873193475
13,50,19.120283381574417
13,51,19.697272029264628
13,52,16.374332797717983
13,53,16.625074040944465
13,54,12.276931574923296
13,55,15.159086780495382
13,56,18.313338389340146
13,57,20.635070126508072
13,58,19.29711857912855
13,59,16.477922968366208
13,60,13.710481263744537
13,61,10.0
13,62,20.955201924342397
13,63,15.73231304046955
13,64,16.154604981387823
13,65,17.894721903724207
13,66,13.283319857824331
13,67,16.45065345966539
13,68,23.570415849309924
13,69,19.01616081573203
13,70,18.57774746954037
13,71,12.752516566054725
13,72,24.23080568374792
13,73,13.231615274120973
13,74,23.266974266333197
13,75,11.154831954436577
13,76,21.71609631617326
13,77,22.354162807000677
13,78,15.026772636016496
13,79,18.767741116818648
13,80,19.142441716313996
13,81,15.058616550306082
13,82,13.152647167789208
13,83,13.546847970577705
13,84,19.123024659879423
13,85,17.24465319244178
13,86,15.80709690009352
13,87,20.40030403349938
13,88,19.024203728174435
13,89,15.2336118209031
13,90,13.896395442947831
13,91,19.06978521606423
13,92,15.887249894325814
13,93,17.797614587594506
13,94,22.228896917883155
13,95,19.006984720224338
13,96,14.91319900074029
13,97,17.981983569459317
13,98,14.642065141553836
13,99,22.325566467846173
14,15,15.815263751190336
14,16,18.121812240920857
14,17,18.423197724038296
14,18,17.977751405121108
14,19,11.624353134590384
14,20,13.160736808050014
14,21,16.142949173292724
14,22,18.45829549999459
14,23,17.08666235714269
14,24,14.62855758054695
14,25,13.454727042634897
14,26,16.29532736650197
14,27,16.09457186596083
14,28,19.03850937277827
14,29,16.521044613525046
14,30,19.30812296928799
14,31,15.716050690838784
14,32,16.732126992357195
14,33,16.455860861072143
14,34,15.15289909929373
14,35,19.37535596930119
14,36,15.059212008716479
14,37,15.935075470088144
14,38,17.280641062155407
14,39,13.60786103212978
14,40,16.525195125038504
14,41,15.366080920771633
14,42,16.33553742255325
14,43,17.32021599198673
14,44,15.100259130578007
14,45,16.839772660538934
14,46,21.42600625705654
14,47,17.422604325236538
14,48,20.935786519057675
14,49,18.53948332602028
14,50,19.82248182945645
14,51,15.176623093687523
14,52,17.81472149525654
14,53,17.901738767846428
14,54,15.662122783375192
14,55,15.031515027117155
14,56,13.029203836278105
14,57,21.988418910854897
14,58,14.582791331942508
14,59,21.5386632196669
14,60,16.09752047902644
14,61,14.912520100825798
14,62,19.36755742091499
14,63,15.606424174759429
14,64,19.205376756772832
14,65,16.50156470544337
14,66,18.94127348835336
14,67,14.595441808278686
14,68,19.994053173954306
14,69,18.963918047989015
14,70,14.741047929812016
14,71,25.0
14,72,19.12036907920148
14,73,24.371401211591618
14,74,22.30080345624628
14,75,16.933495659346647
14,76,16.26318473618637
14,77,16.289622449737596
14,78,12.00991434871657
14,79,15.412494641951358
14,80,18.24029807193991
14,81,22.077872682654423
14,82,15.181684351065394
14,83,20.146169798089034
14,84,13.742219975490043
14,85,15.741039924366603
14,86,16.127078217131423
14,87,18.61543324449248
14,88,18.871928940162434
14,89,20.387025234443037
14,90,19.81251088121481
14,91,18.229504646207474
14,92,18.671094830525867
14,93,22.2655920732926
14,94,15.96722145630321
14,95,19.824184957201485
14,96,12.075568220505247
14,97,18.734002728692825
14,98,16.050251372562677
14,99,17.50771354729453
15,16,20.62025873516111
15,17,17.99393142857919
15,18,20.155562623626782
15,19,21.921294445415214
15,20,18.66728190659716
15,21,21.013123193861464
15,22,16.520317066962377
15,23,17.475370353191156
15,24,15.932141750804567
15,25,20.628932783939128
15,26,18.742274061380787
15,27,15.978296614315232
15,28,17.964006500938996
15,29,20.624705166455747
15,30,17.38219602688614
15,31,14.65320156745071
15,32,17.895735267362237
15,33,11.558303226793182
15,34,19.806311933198426
15,35,16.23601723802596
15,36,16.09206779116268
15,37,20.12708703633852
15,38,13.404511368324494
15,39,23.341295928461072
15,40,16.05927387478533
15,41,15.930247169845314
15,42,20.56367422950149
15,43,19.62608581933128
15,44,24.853689157225226
15,45,16.86638204910544
15,46,17.138780084006772
15,47,13.06205206011024
15,48,16.503693167953525
15,49,15.335706113284733
15,50,16.153698960683503
15,51,12.267436730338135
15,52,22.481822679683543
15,53,13.250189552723079
15,54,10.0
15,55,13.934726735250942
15,56,15.688481341611547
15,57,14.051337810228645
15,58,20.794910622197538
15,59,17.08648246421172
15,60,17.576156813219377
15,61,19.33117529291624
15,62,18.358037580934354
15,63,20.43570189233813
15,64,14.171567339091563
15,65,15.857445697961705
15,66,19.497901438208615
15,67,10.0
15,68,13.374446562048277
15,69,19.00297669653984
15,70,16.059252895015224
15,71,20.308322650329092
15,72,19.927540890559488
15,73,13.905721359426884
15,74,18.719971262400644
15,75,21.10509356700252
15,76,17.942303204952914
15,77,14.567605368262392
15,78,20.13816982574011
15,79,19.406273579661985
15,80,19.12783235049639
15,81,19.647816680310974
15,82,10.0
15,83,20.142812683242916
15,84,22.924395431736926
15,85,18.80991542388788
15,86,18.07818698949918
15,87,19.58931602017432
15,88,18.514676421055345
15,89,19.45534378510185
15,90,17.504413000736232
15,91,15.199885436389298
15,92,14.48703186335616
15,93,14.505424815304409
15,94,13.380872347147314
15,95,14.29677396694268
15,96,22.78379838225959
15,97,19.76228699096873
15,98,15.624917827945985
15,99,16.328821918043477
16,17,17.837672592719365
16,18,15.533364911546926
16,19,17.702550571522973
16,20,19.832812413708737
16,21,17.39277179935548
16,22,18.508047227985976
16,23,20.159474618078846
16,24,16.683604731945376
16,25,18.35437179740309
16,26,16.571867221349915
16,27,17.41441339049675
16,28,16.52580920475112
16,29,15.913390439331653
16,30,18.02113555896107
16,31,19.199635947454638
16,32,17.938913338003132
16,33,18.996180874935796
16,34,15.286204659276311
16,35,13.888794423400661
16,36,18.75113050890281
16,37,19.563644173524263
16,38,17.649571799799467
16,39,21.544107341274156
16,40,20.223096393963697
16,41,25.0
16,42,16.897574458013004
16,43,14.503453611713896
16,44,15.279589627781458
16,45,15.80350658087603
16,46,18.928094150314344
16,47,11.025794308116229
16,48,21.45565305427251
16,49,16.782110226572968
16,50,16.759619326633743
16,51,14.261970501925013
16,52,17.15732334564946
16,53,17.539719303002602
16,54,17.13416521719917
16,55,18.51717776782729
16,56,15.73110387414691
16,57,14.812552718767519
16,58,19.14498439149394
16,59,17.796002361447385
16,60,18.091543165592103
16,61,20.677081763325898
16,62,14.432306826217943
16,63,14.934278628247407
16,64,21.27165895248698
16,65,13.051349927277872
16,66,13.571763561006957
16,67,19.95358549355499
16,68,18.214600576066115
16,69,17.81569641117783
16,70,17.22502177569885
16,71,17.593802641082707
16,72,17.22366365592413
16,73,21.566328107783256
16,74,16.305555613749775
16,75,17.015879391166663
16,76,22.88334641567522
16,77,17.582529106089506
16,78,24.196049168575534
16,79,17.18506089694314
16,80,21.602244947380477
16,81,12.533967885070966
16,82,17.960933382447
16,83,12.746579310547194
16,84,20.033362919813758
16,85,13.861396551372927
16,86,18.351308663150036
16,87,16.653412369928695
16,88,14.025390444447913
16,89,12.641920051307373
16,90,15.96687860925967
16,91,22.721888337685993
16,92,16.61954483533187
16,93,20.25166462634757
16,94,17.328871397013437
16,95,20.130180321071357
16,96,12.019265865086446
16,97,16.2904350794514
16,98,20.348216571379655
16,99,17.010235153500464
17,18,17.240634151866857
17,19,16.20861426434262
17,20,20.94813815010137
17,21,18.39254306186484
17,22,17.632066828526042
17,23,19.42916363601788
17,24,19.264674787353812
17,25,18.13776113931261
17,26,22.141094490972534
17,27,17.319137399082642
17,28,18.334243143903834
17,29,15.571142339941328
17,30,17.950345681018387
17,31,22.263284571236102
17,32,15.570227194633784
17,33,14.099221523084623
17,34,20.490278928459446
17,35,17.053701543298963
17,36,17.78801261490931
17,37,17.364660088919997
17,38,17.737365171788607
17,39,20.051592050570314
17,40,14.982627428202179
17,41,14.464677747683535
17,42,17.754904411113124
17,43,12.680680931650501
17,44,13.380839391874215
17,45,23.10004944499488
17,46,19.772404990184214
17,47,17.469830584392955
17,48,21.21402080787532
17,49,14.378202309744566
17,50,16.553190629842426
17,51,19.370360828273146
17,52,20.172015044294184
17,53,19.038750540483328
17,54,10.0
17,55,14.595753647006266
17,56,18.931204277070595
17,57,16.43214552085958
17,58,25.0
17,59,20.279674902901288
17,60,19.174245641855997
17,61,14.149151338759829
17,62,17.394109781191254
17,63,18.22361189265686
17,64,20.883350890383408
17,65,20.143393291298896
17,66,20.598967583559837
17,67,14.728263952569993
17,68,21.73645509489589
17,69,13.358707743078192
17,70,15.892256315001514
17,71,18.792313404836925
17,72,17.05032522480058
17,73,14.481889426238826
17,74,15.035350523190601
17,75,12.855237031452873
17,76,19.095923917021572
17,77,21.281706535126446
17,78,17.198819489795902
17,79,16.29895355495973
17,80,13.083031214600531
17,81,20.239605772756533
17,82,24.13391299971848
17,83,12.107632586899307
17,84,14.30970118553618
17,85,15.461220872367567
17,86,15.807046270952533
17,87,18.182037850430444
17,88,22.342748641840682
17,89,20.525791860580313
17,90,19.082792148322948
17,91,15.328213887824194
17,92,14.141115298958637
17,93,15.109674081081097
17,94,22.144200404136214
17,95,17.314770095626297
17,96,16.159491239012137
17,97,16.948732809250025
17,98,19.973854658915403
17,99,13.561450976350624
18,19,21.744622407767267
18,20,17.969428770838896
18,21,16.850968065112824
18,22,18.82853834124022
18,23,18.15519121938981
18,24,16.467410630597858
18,25,16.74186798387518
18,26,14.893412359402143
18,27,19.469172252577906
18,28,15.904018571766514
18,29,14.631224732703153
18,30,17.99759056796061
18,31,21.48742384823666
18,32,17.354966128660543
18,33,15.67569622914493
18,34,18.71168806250792
18,35,23.310137387207657
18,36,13.144283411704759
18,37,18.64660836335588
18,38,18.11525987569556
18,39,20.98460141067735
18,40,20.472727521054537
18,41,16.93987266457066
18,42,12.446448233725352
18,43,19.91969130368878
18,44,14.99442192942555
18,45,14.659778767128431
18,46,20.945051742073378
18,47,14.767448867084042
18,48,21.70853422030073
18,49,18.50753416421594
18,50,18.457355200258846
18,51,18.421794341516772
18,52,12.584729122774624
18,53,12.170834150960273
18,54,18.146659161366053
18,55,19.20402207767926
18,56,17.747833096468604
18,57,15.035396448941418
18,58,17.556766311646584
18,59,17.253897540563546
18,60,14.628525705173768
18,61,20.541916462336484
18,62,12.309171815349742
18,63,19.26622722042252
18,64,18.652970215633736
18,65,20.529135564435144
18,66,14.484064382953424
18,67,17.804221440004632
18,68,24.013494847954497
18,69,19.486222866999118
18,70,17.80174362618689
18,71,19.11748382234259
18,72,17.75853052714036
18,73,24.072694039719522
18,74,20.45090858736754
18,75,17.24315513730851
18,76,18.256994294153564
18,77,16.32760601175696
18,78,21.129550379230913
18,79,13.281685685826968
18,80,12.685784410417039
18,81,21.87614424902798
18,82,23.95935937771175
18,83,18.904914723068774
18,84,17.83821382370721
18,85,19.471803070914333
18,86,15.558839420851722
18,87,18.01373063545664
18,88,17.616726117568646
18,89,19.379692752236082
18,90,12.82600441544981
18,91,15.978895690703988
18,92,20.03498680900251
18,93,15.47321851710981
18,94,14.519915873730593
18,95,23.626216449480864
18,96,17.6143540005382
18,97,15.763245580170377
18,98,12.422888687577675
18,99,19.68803903884128
19,20,19.597408461156082
19,21,16.60372119829019
19,22,14.193309427278727
19,23,17.426351729072863
19,24,14.992431797555136
19,25,14.673719233380652
19,26,17.190361745614876
19,27,14.345828804019806
19,28,18.23994686575734
19,29,19.323977528219192
19,30,14.981102658480426
19,31,13.395264713984828
19,32,22.18383879686742
19,33,14.679189292128385
19,34,15.520171884692987
19,35,18.13905150228966
19,36,19.29810811756689
19,37,16.73104931893107
19,38,18.882382983103767
19,39,16.297041526310796
19,40,14.586488005526828
19,41,21.778950582361084
19,42,24.965324842993383
19,43,22.587908599042507
19,44,17.925419917460363
19,45,23.000306085447036
19,46,18.567110547171954
19,47,16.068141188790314
19,48,18.89913872314594
19,49,17.216822480766446
19,50,14.550645448762877
19,51,14.805034085703952
19,52,19.90615521622155
19,53,11.96040405500598
19,54,19.31241022132805
19,55,12.611249191754684
19,56,11.136470665292691
19,57,11.983460188724504
19,58,23.400291915804218
19,59,16.911298105169372
19,60,17.75974954049626
19,61,21.757765137732854
19,62,20.302539245499176
19,63,13.325484191787341
19,64,20.107019028456282
19,65,18.05254379411064
19,66,16.47496570721236
19,67,17.57287274241334
19,68,21.339436061884065
19,69,14.842100553877142
19,70,18.702657037312363
19,71,17.471028290401275
19,72,12.108506153813146
19,73,15.093240484807568
19,74,18.079640659701088
19,75,21.392026267278673
19,76,20.503993052040187
19,77,19.291637513210276
19,78,15.054173016590624
19,79,22.903641972425604
19,80,18.145721402918834
19,81,14.480903434964349
19,82,16.951285057429146
19,83,20.188745276068477
19,84,17.522852494954474
19,85,20.160594059748284
19,86,20.811081872386453
19,87,18.70159205379612
19,88,14.926892130859319
19,89,17.906363989569943
19,90,17.635497567816493
19,91,23.078039001554885
19,92,12.621034186519509
19,93,17.095532646716936
19,94,15.747719359615242
19,95,18.505316860587996
19,96,10.187306922401932
19,97,20.84477367847084
19,98,17.5412454620066
19,99,11.965896509115861
20,21,16.416660595780403
20,22,19.326887024963572
20,23,12.725656373625906
20,24,17.509666649329468
20,25,14.32757905659541
20,26,15.832044904363098
20,27,17.58021514802391
20,28,18.050350760744728
20,29,16.087772505451817
20,30,18.31838916859079
20,31,19.95393282176442
20,32,16.66325717469028
20,33,21.794703272347874
20,34,21.886642512341258
20,35,16.213893803242513
20,36,15.586478330579247
20,37,12.507481044501478
20,38,17.12029200508183
20,39,16.409686659651847
20,40,19.837153660398975
20,41,12.971015181795103
20,42,16.66782582477067
20,43,20.406233179333437
20,44,15.30892871332612
20,45,15.212915389817173
20,46,13.159178995732574
20,47,25.0
20,48,15.257580465803862
20,49,13.598959503344982
20,50,15.08844878790544
20,51,15.177114758539586
20,52,16.69183066464628
20,53,19.976116696262544
20,54,16.6050304930125
20,55,14.731530055009516
20,56,13.145984505426924
20,57,17.565572074659613
20,58,17.627617222089373
20,59,22.092797053086475
20,60,17.777343206409427
20,61,17.20297506614777
20,62,14.348038490237531
20,63,16.582142274704825
20,64,16.18457662589618
20,65,16.38950750645889
20,66,14.622233822078236
20,67,19.11498880982853
20,68,17.072663747471893
20,69,16.89893955998504
20,70,12.35786165185301
20,71,18.98093226257459
20,72,18.96104597794114
20,73,14.982611791473358
20,74,20.470364151637582
20,75,13.405725309752704
20,76,17.43439027363276
20,77,16.686377980329507
20,78,13.548475633582617
20,79,18.069107836239986
20,80,22.607710456725375
20,81,17.70290269020076
20,82,16.110934737672846
20,83,18.841072470657036
20,84,17.817159986401464
20,85,17.583286394876506
20,86,16.223373361685656
20,87,21.765926677877395
20,88,18.869090090442356
20,89,15.913988023193534
20,90,17.175988489657126
20,91,15.277399887387782
20,92,15.675126549755515
20,93,15.577822827429403
20,94,14.097065218833318
20,95,19.831830891303866
20,96,16.626875610180925
20,97,19.16238273498031
20,98,15.489622306818111
20,99,17.318912516822984
21,22,15.366878209626666
21,23,19.659004511611997
21,24,16.754742079884885
21,25,15.307379242145842
21,26,12.574890313570648
21,27,18.326999648022323
21,28,15.374844842985679
21,29,17.452662348637013
21,30,16.024809675959418
21,31,20.362568742696293
21,32,19.132434257074024
21,33,18.841636262364496
21,34,15.651636630029563
21,35,18.898870130650568
21,36,22.64449482602813
21,37,15.003441897549814
21,38,18.017017417687565
21,39,12.552349076748603
21,40,21.695686276376605
21,41,16.306263704227476
21,42,19.84773664252593
21,43,12.330315247851031
21,44,22.89261816137771
21,45,16.429385415923203
21,46,19.136971970410084
21,47,17.95245461899778
21,48,16.733587641436692
21,49,22.55737690797791
21,50,12.555861380901462
21,51,18.39614097997603
21,52,20.231937016689912
21,53,17.4104316350909
21,54,17.145487646900225
21,55,17.071936863779605
21,56,13.817090738768776
21,57,17.614382152284804
21,58,19.038152570417196
21,59,17.705797682441982
21,60,16.68317169656476
21,61,16.03082493288092
21,62,16.662109992164883
21,63,21.273232652488115
21,64,11.240095061738373
21,65,17.620214369643325
21,66,16.51673524811075
21,67,21.86742385551053
21,68,17.66647667633141
21,69,21.954776796099864
21,70,11.128329945863323
21,71,18.87875471450217
21,72,18.34017358011304
21,73,21.671601901221813
21,74,12.575954173530913
21,75,17.034892575645024
21,76,17.69818078535948
21,77,16.01261351636437
21,78,21.149733141228822
21,79,16.483953443663808
21,80,23.60428763206346
21,81,20.66253372681677
21,82,20.352501091011398
21,83,19.17789694417265
21,84,14.308913226923355
21,85,16.20671098746773
21,86,19.21825410057165
21,87,19.532671100763153
21,88,21.421551535243772
21,89,16.09767697112228
21,90,14.91953984522601
21,91,20.07731257835659
21,92,15.071120271879662
21,93,20.119935508211235
21,94,21.099208529245114
21,95,18.868459107481165
21,96,16.427262904094206
21,97,17.623246678431638
21,98,19.280397758809716
21,99,17.53055655613622
22,23,24.09488901601148
22,24,14.527987208118553
22,25,14.491994237890626
22,26,14.569313839794024
22,27,15.731260232364352
22,28,10.963205439415272
22,29,15.611048719179456
22,30,15.540145894216334
22,31,17.735542075522527
22,32,18.753401749618245
22,33,13.779350990776688
22,34,20.200162728292216
22,35,22.90672668937164
22,36,16.87514469071501
22,37,22.223113712426716
22,38,18.096968483215562
22,39,23.466195755786174
22,40,20.85185039706457
22,41,12.808286095480701
22,42,17.555882111984065
22,43,20.662974924712234
22,44,17.59163974312185
22,45,17.3893494074648
22,46,21.309294250942912
22,47,15.370437453561689
22,48,17.552546839834655
22,49,18.470877293827357
22,50,16.498627118939307
22,51,17.439612688367387
22,52,19.82506978967251
22,53,18.798512864499983
22,54,15.0738474040614
22,55,14.187628042602215
22,56,15.13269345923005
22,57,17.50374536736546
22,58,17.02018063672887
22,59,15.004127520348625
22,60,15.705548642450543
22,61,12.939882144423809
22,62,18.75356110965198
22,63,17.3799438239451
22,64,13.720637969784189
22,65,17.585861512563348
22,66,21.52786603153106
22,67,15.280192441104221
22,68,21.44541299716292
22,69,16.52962758254973
22,70,18.093484503549604
22,71,17.793252407266557
22,72,21.704570248015735
22,73,17.975301540356597
22,74,14.074295742388461
22,75,13.567088888676363
22,76,12.901236839709616
22,77,12.364089507717337
22,78,17.638405176867053
22,79,14.624876559320317
22,80,17.257565161168777
22,81,15.388422892028661
22,82,15.187647097880305
22,83,16.05746397738181
22,84,19.610756663930164
22,85,20.287435443306073
22,86,18.613517657947117
22,87,14.530532351358643
22,88,19.430893826360016
22,89,19.566689999823797
22,90,18.323941610837334
22,91,15.689138691942729
22,92,19.62657872610142
22,93,18.768455724029984
22,94,10.0
22,95,19.433356100233127
22,96,11.758771987415479
22,97,19.490684729774145
22,98,17.037782804725495
22,99,21.080835042247593
23,24,17.20551636638221
23,25,14.840157219831664
23,26,17.05793900625147
23,27,20.679418884801322
23,28,17.57873985358476
23,29,17.15699452038287
23,30,19.730660546525012
23,31,18.13107809988944
23,32,17.482217782500303
23,33,21.598180205209992
23,34,22.165342096177202
23,35,19.339978678986103
23,36,16.64212254554448
23,37,21.99073298056248
23,38,21.049358671995122
23,39,19.656691496584877
23,40,13.851770257762418
23,41,17.922015709923883
23,42,15.26898347589738
23,43,17.02296324533692
23,44,18.220170787890154
23,45,17.80047822427187
23,46,16.074474682512253
23,47,21.31886124675973
23,48,12.411606199505371
23,49,19.690550593388842
23,50,11.927550185216386
23,51,18.647794410170388
23,52,14.839287021148373
23,53,20.13491127319759
23,54,17.75935757202278
23,55,18.243119135400473
23,56,14.445162023299446
23,57,15.536289595007249
23,58,18.12165218023286
23,59,19.250709780727913
23,60,25.0
23,61,18.16857496931046
23,62,20.428112576106777
23,63,12.829198202472218
23,64,13.510324415997811
23,65,16.433515676174643
23,66,13.9077169130843
23,67,21.959197760399153
23,68,16.269343921659015
23,69,21.646545665179417
23,70,21.96034742225689
23,71,17.6283391596507
23,72,19.005399261422916
23,73,17.33170157997729
23,74,19.115311001063617
23,75,18.950025555341714
23,76,17.129051122323908
23,77,19.01490994438852
23,78,22.671088827001785
23,79,19.639048689132814
23,80,18.477398840921875
23,81,17.874308563129638
23,82,14.461980628694228
23,83,14.418109368773614
23,84,18.470069594440776
23,85,13.391826627858528
23,86,15.20101720310925
23,87,21.3445340210924
23,88,23.242689091188442
23,89,12.502131769606844
23,90,22.379948686904747
23,91,16.86568512746333
23,92,17.454984738905907
23,93,17.1597651080718
23,94,20.74163238107646
23,95,12.67697026287047
23,96,18.8684908340654
23,97,14.665389407835967
23,98,19.21236558814472
23,99,22.128389014879154
24,25,17.49874802076214
24,26,18.622465257912406
24,27,18.728655334713075
24,28,15.10121950098853
24,29,22.034918049652955
24,30,22.619404741782965
24,31,19.605350116351087
24,32,17.719856296022936
24,33,16.114318553937146
24,34,15.620529330552738
24,35,22.632509747639965
24,36,21.74324512818707
24,37,17.309015533631353
24,38,12.760208410986628
24,39,10.0
24,40,14.24972001920716
24,41,17.10813881201464
24,42,21.702067103329004
24,43,15.545031372826658
24,44,19.014446369021506
24,45,21.409542884945296
24,46,17.885608950568145
24,47,17.072656393633476
24,48,13.573709457284176
24,49,13.892574075386701
24,50,18.74829890324747
24,51,16.89727740039722
24,52,17.867593952959904
24,53,17.358166852911257
24,54,19.492432148075952
24,55,15.145937765711665
24,56,16.493258069250498
24,57,23.188546685899432
24,58,15.100641584842688
24,59,16.655273707599694
24,60,15.731839894064292
24,61,18.83434408722175
24,62,20.56717696732621
24,63,16.005365144241672
24,64,16.205756976685944
24,65,16.663055184090908
24,66,19.08950135042487
24,67,15.281814092469414
24,68,16.37212010208622
24,69,10.383418385460955
24,70,13.354764971515044
24,71,17.162668731942134
24,72,20.193592519609364
24,73,18.385227349905588
24,74,14.2036946299981
24,75,13.299231375616174
24,76,18.024040278694507
24,77,12.541589073241468
24,78,20.697780456150667
24,79,17.691688574950536
24,80,12.678039522297826
24,81,14.60213842347439
24,82,15.327066042306631
24,83,15.180422469329685
24,84,13.030200975335523
24,85,14.876012434033465
24,86,15.446795331578722
24,87,15.366142733168685
24,88,20.88386987480014
24,89,17.814483408481642
24,90,14.520228347687343
24,91,16.496135182137635
24,92,14.861328708065848
24,93,16.59998002296473
24,94,20.12652745942415
24,95,18.256812341836376
24,96,24.3568035445842
24,97,18.62778227730244
24,98,14.75921647006868
24,99,19.92922219244334
25,26,20.739793651427608
25,27,20.782500974331832
25,28,14.217277140894726
25,29,17.057087756455488
25,30,20.895435870485358
25,31,12.445813123378176
25,32,16.001749716933887
25,33,13.219186943719025
25,34,14.70228931030896
25,35,14.46262854176858
25,36,21.251709497630305
25,37,16.796385895273747
25,38,14.909933255974652
25,39,14.393182805846516
25,40,17.92500149461459
25,41,17.466593117978
25,42,21.53222312402028
25,43,19.000050087571907
25,44,13.204606665804889
25,45,15.613057877226195
25,46,20.71021753621293
25,47,15.636751906895867
25,48,22.703716524771128
25,49,14.20513170602576
25,50,19.21784005912237
25,51,14.916353339804076
25,52,15.971214601160927
25,53,20.79574494469344
25,54,17.11879851148445
25,55,19.94035673534232
25,56,18.919871784744398
25,57,19.761597050686902
25,58,14.83543536674346
25,59,16.835276805388
25,60,18.77275785430261
25,61,14.952781381919019
25,62,22.388500129696986
25,63,15.168315873534597
25,64,16.599989269186615
25,65,14.480322805617288
25,66,11.070075804283935
25,67,22.890755567724785
25,68,16.88698318929086
25,69,16.15625548475338
25,70,16.903854814987604
25,71,21.759591916589308
25,72,14.604680175806749
25,73,19.538703597295246
25,74,16.22863525435157
25,75,15.70998743338507
25,76,19.20117463756055
25,77,20.46472172122809
25,78,15.958291149160253
25,79,15.193452520975569
25,80,13.992712758033917
25,81,20.810511300185127
25,82,15.774232015581646
25,83,11.952607818173647
25,84,21.729856415188436
25,85,13.390421494141172
25,86,19.838381593777186
25,87,18.050285940002574
25,88,18.363746296645836
25,89,15.746874174066035
25,90,18.596774380673907
25,91,12.496660321347289
25,92,19.264113246219438
25,93,22.17103012459648
25,94,20.15208159227898
25,95,11.441379743839835
25,96,14.547372993181455
25,97,16.93661523407558
25,98,18.960811914819796
25,99,17.180041979019325
26,27,16.020356838668505
26,28,19.285900923076877
26,29,20.992455298674898
26,30,16.80311797844021
26,31,19.68678960215572
26,32,10.0
26,33,14.687471841673812
26,34,16.53622318882597
26,35,16.034301337736125
26,36,18.498394652213364
26,37,20.54125164249478
26,38,19.020007078085165
26,39,15.633323584734832
26,40,12.931695728487442
26,41,19.170892361736662
26,42,11.985469780989963
26,43,19.459111850219287
26,44,16.934652753609797
26,45,13.972495036185315
26,46,18.361771937400377
26,47,17.491371692022998
26,48,17.39020812125126
26,49,17.247330110417817
26,50,18.758572325278426
26,51,20.273302065875527
26,52,18.989845595451555
26,53,20.53639956946693
26,54,17.36758084345658
26,55,22.355377972695923
26,56,19.213329466389467
26,57,15.86891791095167
26,58,14.218314829796785
26,59,18.11739041120224
26,60,13.580435431232198
26,61,14.579872097329755
26,62,18.2172612411208
26,63,15.676337661154138
26,64,14.700051279319233
26,65,17.396574861734805
26,66,17.71803369731137
26,67,16.882497924343788
26,68,16.367359242822133
26,69,20.063928186137346
26,70,18.527282053860482
26,71,16.829721663415913
26,72,24.892965800546097
26,73,18.08149521078524
26,74,20.89601540103199
26,75,15.81705699060473
26,76,13.41117715837597
26,77,15.124730453069606
26,78,16.695970649805663
26,79,16.01017537081145
26,80,21.50915854696838
26,81,17.139876633711676
26,82,18.88440663232342
26,83,17.360556531901327
26,84,16.199337001800497
26,85,17.613988040360546
26,86,22.642154409312194
26,87,15.196154224789556
26,88,19.800971351678655
26,89,14.421978245122654
26,90,16.121120673191683
26,91,17.510749617863752
26,92,18.479125269180972
26,93,21.949385883921444
26,94,17.349752075606393
26,95,14.96915318039222
26,96,19.45012591915231
26,97,16.407490573252733
26,98,18.216044712795505
26,99,17.151332681386744
27,28,11.669629446139531
27,29,19.02489755678192
27,30,19.250104020463898
27,31,20.279814304925814
27,32,22.901388287380684
27,33,13.914688679609572
27,34,19.049522332845278
27,35,18.727884989922867
27,36,16.242754021576534
27,37,18.691318709349336
27,38,18.998940865335896
27,39,13.843948510068408
27,40,18.2386682838293
27,41,14.746047081986154
27,42,15.544430500208229
27,43,12.17576555443405
27,44,16.079917223492565
27,45,16.889287985579568
